text,label
“怎么会这样？”,疑惑
“你再说一次？”,疑惑
“我没听懂。”,疑惑
“这是真的吗？”,疑惑
“可能吗？”,疑惑
“我不相信。”,疑惑
紧张,紧张
焦虑,紧张
不安,紧张
惶恐,紧张
忐忑,紧张
局促,紧张
慌张,紧张
惊慌,紧张
紧绷,紧张
发怵,紧张
惶惶不安,紧张
忐忑不安,紧张
心跳加速,紧张
手心冒汗,紧张
坐立不安,紧张
如坐针毡,紧张
心神不宁,紧张
七上八下,紧张
提心吊胆,紧张
胆战心惊,紧张
惊慌失措,紧张
手足无措,紧张
紧张地搓手,紧张
焦虑地踱步,紧张
不安地张望,紧张
惶恐地后退,紧张
忐忑地等待,紧张
局促地站立,紧张
慌张地四处看,紧张
惊慌地后退,紧张
紧绷着身体,紧张
发怵地发抖,紧张
惶惶不安地环顾,紧张
忐忑不安地扭动,紧张
坐立不安地换姿势,紧张
如坐针毡地挪动,紧张
心神不宁地叹气,紧张
七上八下地搓手指,紧张
提心吊胆地观察,紧张
胆战心惊地后退,紧张
惊慌失措地摆手,紧张
手足无措地站立,紧张
手心不停冒汗,紧张
心跳得厉害,紧张
呼吸变得急促,紧张
声音微微发抖,紧张
双腿有些发软,紧张
手指不自觉地颤抖,紧张
来来回回地走动,紧张
不停地看手表,紧张
紧张地咬住指甲,紧张
下意识地搓着手,紧张
不停地咽着口水,紧张
紧紧抓住衣角,紧张
警惕地东张西望,紧张
脸色渐渐发白,紧张
额头渗出细汗,紧张
全身肌肉都绷紧了,紧张
说话开始结巴,紧张
坐姿僵硬不自然,紧张
站姿别扭,紧张
“我好紧张”,紧张
“怎么办”,紧张
“心跳好快”,紧张
“手在发抖”,紧张
“感觉要晕了”,紧张
“呼吸不过来了”,紧张
“能不能顺利啊”,紧张
“天啊我好紧张”,紧张
“突然有点害怕”,紧张
不断调整姿势,紧张
手抖得拿不住东西,紧张
紧绷地握拳,紧张
发怵地缩头,紧张
惶惶不安地环顾四周,紧张
“希望别出错”,紧张
“好紧张啊”,紧张
“感觉心脏要跳出来了”,紧张
“手心里全是汗”,紧张
“声音都在抖”,紧张
“腿有点软”,紧张
“能不能快点结束”,紧张
不自觉地捏紧拳头,紧张
呼吸浅而快,紧张
额头不断冒汗,紧张
反复整理衣服,紧张
东张西望寻找出口,紧张
说话断断续续,紧张
身体微微发抖,紧张
“紧张得想吐”,紧张
认真,认真
专注,认真
专心,认真
投入,认真
专注,认真
仔细,认真
细心,认真
专注,认真
严谨,认真
一丝不苟,认真
全神贯注,认真
聚精会神,认真
专心致志,认真
精益求精,认真
兢兢业业,认真
孜孜不倦,认真
刻苦钻研,认真
埋头苦干,认真
心无旁骛,认真
目不转睛,认真
屏气凝神,认真
全力以赴,认真
专心一意,认真
专注地盯着屏幕,认真
仔细地检查文件,认真
认真地做笔记,认真
专注地倾听,认真
细心地观察,认真
严谨地分析,认真
一丝不苟地核对,认真
全神贯注地工作,认真
聚精会神地阅读,认真
专心致志地研究,认真
精益求精地打磨,认真
兢兢业业地工作,认真
孜孜不倦地学习,认真
刻苦钻研难题,认真
埋头苦干做事,认真
心无旁骛地思考,认真
目不转睛地盯着,认真
屏气凝神地等待,认真
全力以赴地投入,认真
专心一意地做事,认真
专注地调试设备,认真
仔细地测量数据,认真
认真地整理资料,认真
专注地编写代码,认真
细心地绘制图表,认真
严谨地验证结果,认真
一丝不苟地记录,认真
全神贯注地思考,认真
聚精会神地听讲,认真
专心致志地解题,认真
精益求精地完善,认真
兢兢业业地负责,认真
孜孜不倦地探索,认真
刻苦钻研新技术,认真
埋头苦干做实验,认真
心无旁骛地创作,认真
目不转睛地观察,认真
屏气凝神地操作,认真
全力以赴地完成,认真
专心一意地学习,认真
专注地修理机器,认真
仔细地核对账目,认真
认真地准备材料,认真
专注地研究方案,认真
细心地照料植物,认真
严谨地制定计划,认真
一丝不苟地执行,认真
全神贯注地训练,认真
聚精会神地练习,认真
专心致志地写作,认真
精益求精地调整,认真
兢兢业业地服务,认真
孜孜不倦地改进,认真
刻苦钻研新知识,认真
埋头苦干做项目,认真
心无旁骛地设计,认真
目不转睛地监控,认真
屏气凝神地操作仪器,认真
全力以赴地追求完美,认真
专心一意地攻克难关,认真
专注地分析数据,认真
仔细地检查细节,认真
认真地复习功课,认真
专注地组装零件,认真
细心地调配比例,认真
严谨地推理论证,认真
一丝不苟地清理,认真
全神贯注地演奏,认真
聚精会神地手术,认真
专心致志地雕刻,认真
精益求精地打磨作品,认真
兢兢业业地教学,认真
孜孜不倦地探索真理,认真
刻苦钻研学术问题,认真
埋头苦干写论文,认真
心无旁骛地绘画,认真
目不转睛地监视屏幕,认真
屏气凝神地实验操作,认真
全力以赴地追求卓越,认真
专心一意地突破极限,认真
高兴,高兴
开心,高兴
快乐,高兴
喜悦,高兴
愉快,高兴
欢乐,高兴
欣喜,高兴
欢欣,高兴
兴奋,高兴
欢喜,高兴
心花怒放,高兴
喜出望外,高兴
欣喜若狂,高兴
兴高采烈,高兴
喜上眉梢,高兴
笑逐颜开,高兴
眉开眼笑,高兴
欢天喜地,高兴
手舞足蹈,高兴
喜气洋洋,高兴
喜不自胜,高兴
欢呼雀跃,高兴
眉飞色舞,高兴
笑容满面,高兴
乐不可支,高兴
开心地笑了,高兴
快乐地跳起来,高兴
高兴地拍手,高兴
欣喜地拥抱,高兴
欢快地哼歌,高兴
兴奋地转圈,高兴
欢喜地点头,高兴
心花怒放地微笑,高兴
喜出望外地欢呼,高兴
欣喜若狂地奔跑,高兴
兴高采烈地拍肩,高兴
喜上眉梢地眨眼,高兴
笑逐颜开地说话,高兴
眉开眼笑地挥手,高兴
欢天喜地地蹦跳,高兴
手舞足蹈地庆祝,高兴
喜气洋洋地宣布,高兴
喜不自胜地道谢,高兴
欢呼雀跃地击掌,高兴
眉飞色舞地分享,高兴
笑容满面地迎接,高兴
乐不可支地大笑,高兴
眼睛弯成月牙,高兴
嘴角止不住上扬,高兴
脚步轻快地跳跃,高兴
哼着欢快的小调,高兴
不自觉地摇摆身体,高兴
开心地眯起眼睛,高兴
快乐地晃动脑袋,高兴
高兴地拍打膝盖,高兴
欣喜地拍手叫好,高兴
欢快地晃动双脚,高兴
兴奋地手舞足蹈,高兴
欢喜地抱住双臂,高兴
"太开心了！",高兴
"好高兴啊！",高兴
"真让人开心！",高兴
"我太快乐了！",高兴
"好幸福啊！",高兴
"太棒了！",高兴
"好耶！",高兴
"太令人兴奋了！",高兴
"真是太好了！",高兴
"我好开心！",高兴
开心得像只小鸟,高兴
快乐得想要飞翔,高兴
高兴得心都要化了,高兴
欣喜得眼睛发亮,高兴
欢快得想要跳舞,高兴
兴奋得脸颊发红,高兴
欢喜得不知所措,高兴
幸福得冒泡泡,高兴
愉悦得飘飘然,高兴
欢乐得想要歌唱,高兴
开心地蹦蹦跳跳,高兴
快乐地手舞足蹈,高兴
高兴地哼着歌儿,高兴
欣喜地拍手鼓掌,高兴
欢快地转着圈圈,高兴
兴奋地大声欢笑,高兴
欢喜地拥抱他人,高兴
幸福地眯眼微笑,高兴
愉悦地晃动身体,高兴
欢乐地击掌庆祝,高兴
嘴角挂着甜甜的笑,高兴
眼里闪着快乐的光,高兴
整个人都轻快起来,高兴
心里暖暖的甜甜的,高兴
脸上绽放灿烂笑容,高兴
声音都带着笑意,高兴
步伐变得轻快活泼,高兴
浑身散发着喜悦,高兴
"今天真是太开心了",高兴
"这真是个好消息",高兴
"我高兴得要飞起来了",高兴
"心里美滋滋的",高兴
"快乐得想要转圈",高兴
"幸福来得太突然",高兴
"这感觉太美妙了",高兴
"我都要开心哭了",高兴
"真是令人振奋",高兴
"这是我最高兴的一天",高兴
哭泣,哭泣
流泪,哭泣
落泪,哭泣
啜泣,哭泣
抽泣,哭泣
哽咽,哭泣
呜咽,哭泣
痛哭,哭泣
嚎哭,哭泣
啼哭,哭泣
泪如雨下,哭泣
泪流满面,哭泣
泣不成声,哭泣
痛哭流涕,哭泣
声泪俱下,哭泣
泪眼婆娑,哭泣
梨花带雨,哭泣
泪如泉涌,哭泣
老泪纵横,哭泣
默默垂泪,哭泣
掩面而泣,哭泣
低声抽泣,哭泣
小声啜泣,哭泣
放声大哭,哭泣
失声痛哭,哭泣
悲伤落泪,哭泣
委屈地哭,哭泣
难过地哭,哭泣
眼泪在眼眶打转,哭泣
泪水夺眶而出,哭泣
眼泪止不住地流,哭泣
哭得肩膀颤抖,哭泣
哭得喘不过气,哭泣
哭得撕心裂肺,哭泣
哭得像个孩子,哭泣
哭得眼睛红肿,哭泣
哭得上气不接下气,哭泣
用袖子擦眼泪,哭泣
用手背抹泪,哭泣
用纸巾拭泪,哭泣
捂住嘴哭泣,哭泣
趴在桌上哭,哭泣
靠在墙上哭,哭泣
蹲在地上哭,哭泣
抱着膝盖哭,哭泣
"呜呜地哭",哭泣
"嘤嘤地哭",哭泣
"抽抽搭搭地哭",哭泣
"哭得稀里哗啦",哭泣
"眼泪吧嗒吧嗒地掉",哭泣
"泪水模糊了视线",哭泣
"哭得肝肠寸断",哭泣
"哭得死去活来",哭泣
"哭得昏天暗地",哭泣
"哭得撕心裂肺",哭泣
"眼泪止不住",哭泣
"泪水涟涟",哭泣
"泪光闪闪",哭泣
"泪痕斑斑",哭泣
"哭红了眼睛",哭泣
"哭肿了双眼",哭泣
"哭哑了嗓子",哭泣
"哭湿了衣襟",哭泣
"哭花了妆容",哭泣
"哭得浑身发抖",哭泣
"眼泪像断了线的珠子",哭泣
"泪水浸湿了枕头",哭泣
"哭得心都要碎了",哭泣
"哭得天昏地暗",哭泣
"哭得让人心疼",哭泣
"眼泪止不住地往下掉",哭泣
"泪水像决堤的洪水",哭泣
"哭得像个泪人",哭泣
"哭得撕心裂肺",哭泣
"眼泪不停地流",哭泣
"泪水模糊了双眼",哭泣
"哭得声音沙哑",哭泣
"哭得浑身无力",哭泣
"哭得蜷缩成一团",哭泣
"眼泪打湿了衣领",哭泣
"泪水沾湿了长发",哭泣
"哭得喘不过气来",哭泣
"哭得头晕目眩",哭泣
"眼泪止不住地流淌",哭泣
"泪水顺着脸颊滑落",哭泣
"哭得浑身颤抖",哭泣
"哭得撕心裂肺",哭泣
"眼泪像珍珠般滚落",哭泣
"泪水浸透了衣袖",哭泣
"哭得声音哽咽",哭泣
"哭得说不出话来",哭泣
"眼泪不停地往下掉",哭泣
"泪水模糊了妆容",哭泣
"哭得心如刀割",哭泣
"哭得肝肠寸断",哭泣
"眼泪止不住地涌出",哭泣
"泪水打湿了纸张",哭泣
"哭得撕心裂肺",哭泣
"哭得天地同悲",哭泣
"眼泪像雨点般落下",哭泣
"泪水染湿了衣襟",哭泣
心动,心动
心跳加速,心动
小鹿乱撞,心动
脸红心跳,心动
心如擂鼓,心动
心神荡漾,心动
怦然心动,心动
心潮起伏,心动
心旌摇曳,心动
芳心暗许,心动
情窦初开,心动
一见倾心,心动
一见钟情,心动
春心萌动,心动
心驰神往,心动
心神不宁,心动
面红耳赤,心动
耳根发烫,心动
呼吸微促,心动
手心冒汗,心动
眼神闪躲,心动
嘴角微扬,心动
不自觉地微笑,心动
偷偷注视对方,心动
假装不经意地靠近,心动
说话变得轻柔,心动
声音微微发颤,心动
手指不自觉地缠绕,心动
轻轻咬着嘴唇,心动
无意识地摆弄头发,心动
脚步变得轻缓,心动
在他身边特别安静,心动
忍不住想看他,心动
看到他就会笑,心动
听到他的名字就心跳,心动
想起他就走神,心动
为他精心打扮,心动
期待与他相遇,心动
在他面前特别紧张,心动
想要引起他注意,心动
偷偷模仿他的习惯,心动
记住他说过的话,心动
反复看他的消息,心动
对着手机傻笑,心动
为他准备小惊喜,心动
"心跳得好快",心动
"好像喜欢上你了",心动
"看到你就很开心",心动
"和你在一起很安心",心动
"你让我很心动",心动
"忍不住想靠近你",心动
"你在我心里很特别",心动
"想到你就会笑",心动
"你让我心跳加速",心动
"我喜欢你",心动
眼神不自觉地追随,心动
在他面前特别在意形象,心动
说话时不敢直视眼睛,心动
偷偷记下他的喜好,心动
为他改变自己,心动
因他的一句话开心整天,心动
因他的一个动作心跳不已,心动
幻想与他的未来,心动
在意他对自己的看法,心动
在他面前变得笨拙,心动
想要保护他,心动
被他照顾时心里暖暖的,心动
与他并肩走路时心跳加速,心动
不小心碰到手时心里一颤,心动
闻到他身上的味道会安心,心动
听到他的声音就会微笑,心动
关注他的一举一动,心动
为他吃醋,心动
为他担心,心动
因他而情绪起伏,心动
想要与他分享生活,心动
在他面前展现最好的一面,心动
不自觉地哼起歌,心动
走路时脚步轻快,心动
做事时充满干劲,心动
对未来的期待,心动
想要变得更优秀,心动
因他而相信爱情,心动
想要牵他的手,心动
想要拥抱他,心动
幻想与他的亲密接触,心动
在他身边感到幸福,心动
愿意为他付出,心动
想要永远在一起,心动
"这就是心动的感觉",心动
"你让我想要变得更好",心动
"和你在一起时光飞逝",心动
"你是我每天的期待",心动
"因为你,世界变得美好",心动
"想要一直陪在你身边",心动
"你让我相信命运",心动
"我的心为你跳动",心动
"你是我最甜蜜的心事",心动
"遇见你是最美的意外",心动
调皮,调皮
淘气,调皮
捣蛋,调皮
鬼脸,调皮
恶作剧,调皮
耍宝,调皮
捉弄,调皮
嬉闹,调皮
俏皮,调皮
古灵精怪,调皮
顽皮地眨眼,调皮
淘气地吐舌,调皮
坏笑着靠近,调皮
偷偷藏起东西,调皮
突然从背后吓人,调皮
扯了扯你的衣角,调皮
抢走你手里的零食,调皮
在你背后做鬼脸,调皮
轻轻拽了拽你的头发,调皮
对着你眨眨眼睛,调皮
"略略略",调皮
"来抓我呀",调皮
"你猜猜看",调皮
"不告诉你",调皮
"嘿嘿嘿",调皮
"才不要呢",调皮
"骗你的啦",调皮
"上当了吧",调皮
"气不气",调皮
"追不到我",调皮
把糖纸塞进你衣领,调皮
偷偷调慢你的手表,调皮
把你的笔帽藏起来,调皮
将盐和糖调换位置,调皮
在你椅子上放玩偶,调皮
把你的鞋带系在一起,调皮
用抱枕轻轻砸你,调皮
偷喝你的饮料,调皮
把你的手机藏起来,调皮
在你本子上画小表情,调皮
踮着脚悄悄溜走,调皮
模仿你的动作,调皮
学你说话的语气,调皮
突然凑近你的脸,调皮
用手指戳你的脸颊,调皮
用吸管吹你,调皮
把冰手贴在你脖子上,调皮
用头发梢挠你痒痒,调皮
把纸巾揉成团丢你,调皮
抢走你正在看的东西,调皮
躲在门后突然跳出来,调皮
把你的围巾绕在自己脖子上,调皮
偷拍你的丑照,调皮
把你的键盘按键调换,调皮
在你耳边突然大喊,调皮
用马克笔在你手上画画,调皮
把你的闹钟调早两小时,调皮
把遥控器藏在沙发缝,调皮
用你的杯子喝水的样子,调皮
抢走你最后一颗糖,调皮
模仿你生气的表情,调皮
"看我发现了什么",调皮
"要不要试试这个",调皮
"猜猜我在哪",调皮
"你的反应真好玩",调皮
"被我吓到了吧",调皮
"这个归我啦",调皮
"来陪我玩嘛",调皮
"你抓不到我的",调皮
"略略略气死你",调皮
"看我新学的招式",调皮
把贴纸粘在你背后,调皮
偷偷给你扎小辫子,调皮
用彩笔给你画胡子,调皮
把你的拖鞋踢到远处,调皮
往你领子里吹气,调皮
用抱枕挡住你的视线,调皮
抢走你的眼镜戴,调皮
把你的书倒着放回去,调皮
在你专心时突然出声,调皮
学猫叫逗你玩,调皮
把树叶撒在你头上,调皮
用吸管吹纸团打你,调皮
偷换你的手机壁纸,调皮
把你的椅子悄悄拉走,调皮
用橡皮筋射小纸团,调皮
把你锁在门外假装不在,调皮
用你的声音录搞笑铃声,调皮
在你衣服上贴便签条,调皮
把你的袜子藏起来,调皮
用你的账号发搞笑动态,调皮
"看我新学的舞步",调皮
"你的表情好好笑",调皮
"来比试比试呀",调皮
"看我厉害吧",调皮
"要不要打个赌",调皮
"你输定了",调皮
"看我七十二变",调皮
"接招吧",调皮
"没想到吧",调皮
"这才是开始呢",调皮
难为情,难为情
不好意思,难为情
害羞,难为情
尴尬,难为情
窘迫,难为情
扭捏,难为情
脸红,难为情
面红耳赤,难为情
无地自容,难为情
羞愧难当,难为情
手足无措,难为情
坐立不安,难为情
脸红到耳根,难为情
耳尖泛红,难为情
低头玩手指,难为情
绞着衣角,难为情
眼神躲闪,难为情
声音越来越小,难为情
用手遮住脸,难为情
转身背对着,难为情
"那个...",难为情
"好尴尬",难为情
"别看我",难为情
"太丢人了",难为情
"我不知道该说什么",难为情
恨不得找个地缝钻进去,难为情
脚趾抠地,难为情
头顶冒烟,难为情
社会性死亡,难为情
用头发遮住脸,难为情
把脸埋进抱枕,难为情
假装系鞋带,难为情
不停地清嗓子,难为情
假装看手机,难为情
整理并不乱的衣服,难为情
摸鼻子掩饰,难为情
咬住嘴唇,难为情
不自然地笑,难为情
声音发抖,难为情
说话结巴,难为情
"我不是故意的",难为情
"能不能别提了",难为情
"好想消失",难为情
"这也太尴尬了",难为情
"让我静一静",难为情
耳根都红了,难为情
脖子也泛红,难为情
手心出汗,难为情
坐立难安,难为情
来回踱步,难为情
躲到别人身后,难为情
用书本挡住脸,难为情
把围巾拉高,难为情
戴起帽子低头,难为情
假装咳嗽掩饰,难为情
不停摆弄小物件,难为情
语无伦次,难为情
傻笑掩饰,难为情
手足无措地站着,难为情
"我刚刚说了什么",难为情
"能不能重来",难为情
"这不是我",难为情
"让我解释一下",难为情
"其实我...",难为情
脸颊发烫,难为情
浑身不自在,难为情
想要逃离现场,难为情
假装没听见,难为情
转移话题,难为情
突然想起尴尬的回忆,难为情
被人看到出丑,难为情
说错话后僵住,难为情
做错事被发现,难为情
在众人面前失误,难为情
被当众表扬时的窘迫,难为情
收到意外礼物时的不知所措,难为情
被人开玩笑时的害羞,难为情
被注视时的不自然,难为情
"别看我了",难为情
"我没事",难为情
"真的不用在意",难为情
"让我一个人待会",难为情
"这没什么",难为情
用笑声掩饰尴尬,难为情
夸张地摆手否认,难为情
快速逃离现场,难为情
躲在角落,难为情
假装很忙,难为情
突然开始整理东西,难为情
喝水掩饰,难为情
看窗外假装淡定,难为情
摸后颈缓解紧张,难为情
不停眨眼睛,难为情
"我刚刚是乱说的",难为情
"你听错了",难为情
"不是我做的",难为情
"这是意外",难为情
"我平时不是这样的",难为情
想要解释却越描越黑,难为情
被人发现小秘密,难为情
在喜欢的人面前出错,难为情
被揭穿时的慌乱,难为情
突然成为焦点,难为情
自信,自信
从容,自信
笃定,自信
泰然,自信
沉稳,自信
胸有成竹,自信
胜券在握,自信
游刃有余,自信
从容不迫,自信
镇定自若,自信
气定神闲,自信
运筹帷幄,自信
掌控全局,自信
稳操胜券,自信
十拿九稳,自信
昂首挺胸,自信
目光坚定,自信
嘴角微扬,自信
从容踱步,自信
泰然落座,自信
优雅抬手,自信
沉稳发声,自信
"没问题",自信
"交给我",自信
"相信我",自信
"我能行",自信
"稳了",自信
"小意思",自信
"尽在掌握",自信
"一切顺利",自信
"看我的",自信
"这才对嘛",自信
从容整理衣袖,自信
淡定调整领带,自信
优雅端起茶杯,自信
沉稳签署文件,自信
镇定主持会议,自信
轻松解决难题,自信
游刃有余地应对,自信
胸有成竹地点头,自信
胜券在握地微笑,自信
运筹帷幄地布局,自信
掌控全局地指挥,自信
稳操胜券地等待,自信
十拿九稳地出手,自信
从容不迫地回答,自信
镇定自若地面对,自信
气定神闲地观察,自信
优雅地一挥手,自信
沉稳地一点头,自信
笃定地一指,自信
泰然地一靠,自信
"这个简单",自信
"易如反掌",自信
"手到擒来",自信
"不在话下",自信
"轻而易举",自信
"十拿九稳",自信
"万无一失",自信
"胜券在握",自信
"大局已定",自信
"尽在掌握",自信
眼神坚定有神,自信
身姿挺拔如松,自信
步伐稳健有力,自信
手势干净利落,自信
语气沉稳有力,自信
态度从容大方,自信
举止优雅得体,自信
谈吐清晰流畅,自信
思维敏捷清晰,自信
决策果断坚决,自信
轻松化解危机,自信
从容面对挑战,自信
淡定处理突发事件,自信
优雅接受赞美,自信
沉稳承担责任,自信
笃定坚持己见,自信
泰然接受结果,自信
"让我来",自信
"我确定",自信
"我负责",自信
"就这样",自信
"听我的",自信
"没问题",自信
"放心",自信
"稳当",自信
"可靠",自信
"专业",自信
胸有成竹地微笑,自信
胜券在握地抱臂,自信
游刃有余地转笔,自信
从容不迫地理了理衣领,自信
镇定自若地扫视全场,自信
气定神闲地端起咖啡,自信
运筹帷幄地在图纸上指点,自信
掌控全局地在屏幕前指挥,自信
稳操胜券地靠在椅背上,自信
十拿九稳地打了个响指,自信
惊讶,惊讶
震惊,惊讶
吃惊,惊讶
诧异,惊讶
惊愕,惊讶
讶异,惊讶
惊诧,惊讶
惊骇,惊讶
惊呆,惊讶
惊吓,惊讶
目瞪口呆,惊讶
大惊失色,惊讶
瞠目结舌,惊讶
惊愕失色,惊讶
骇人听闻,惊讶
触目惊心,惊讶
大吃一惊,惊讶
震惊四座,惊讶
惊世骇俗,惊讶
石破天惊,惊讶
瞪大眼睛,惊讶
后退一步,惊讶
捂住嘴巴,惊讶
倒吸一口凉气,惊讶
身体僵住,惊讶
手中的东西掉落,惊讶
猛地站起来,惊讶
瞳孔放大,惊讶
张大嘴巴,惊讶
愣在原地,惊讶
"天啊！",惊讶
"什么？！",惊讶
"不可能！",惊讶
"你开玩笑吧！",惊讶
"怎么会这样！",惊讶
"我的天！",惊讶
"这不可能！",惊讶
"太意外了！",惊讶
"我简直不敢相信！",惊讶
"真是难以置信！",惊讶
瞪大眼睛说不出话,惊讶
后退一步捂住胸口,惊讶
"'我的天！'捂住嘴",惊讶
手中的杯子差点掉地上,惊讶
整个人僵在原地,惊讶
倒吸冷气后退两步,惊讶
瞳孔猛然收缩,惊讶
嘴巴张成O型,惊讶
身体不自觉后仰,惊讶
手中的文件散落一地,惊讶
"这...这怎么可能",惊讶
"我是不是看错了",惊讶
"太令人震惊了",惊讶
"完全没想到",惊讶
"超出我的想象",惊讶
惊得手中的笔都掉了,惊讶
震惊得说不出话来,惊讶
吃惊得揉了揉眼睛,惊讶
诧异地反复确认,惊讶
惊愕地连连摇头,惊讶
讶异地眨了眨眼,惊讶
惊诧地扶住墙壁,惊讶
惊骇地捂住胸口,惊讶
惊呆了一动不动,惊讶
惊吓地跳了起来,惊讶
目瞪口呆地望着,惊讶
大惊失色地后退,惊讶
瞠目结舌地站着,惊讶
惊愕失色地愣住,惊讶
触目惊心地颤抖,惊讶
大吃一惊地吸气,惊讶
震惊四座地站起,惊讶
惊世骇俗地摇头,惊讶
石破天惊地呆立,惊讶
感觉心跳漏了一拍,惊讶
浑身的血液都凝固了,惊讶
大脑一片空白,惊讶
时间仿佛静止了,惊讶
世界观被颠覆了,惊讶
认知被刷新了,惊讶
超出理解范围,惊讶
难以置信地反复查看,惊讶
震惊到失去语言能力,惊讶
惊讶得手都在发抖,惊讶
"'这太不可思议了'",惊讶
"'我需要冷静一下'",惊讶
"'这完全超乎预料'",惊讶
"'我简直要晕倒了'",惊讶
"'谁来掐我一下'",惊讶
惊得手里的手机都拿不稳,惊讶
震惊到需要扶着东西,惊讶
吃惊得需要坐下来,惊讶
诧异得不停揉太阳穴,惊讶
惊愕得直拍胸口,惊讶
讶异得直眨眼睛,惊讶
惊诧得直摇头,惊讶
惊骇得直往后退,惊讶
惊呆得直愣神,惊讶
惊吓得直跳脚,惊讶
整个人都惊呆了,惊讶
完全被震惊到了,惊讶
彻底被惊到了,惊讶
完全出乎意料,惊讶
彻底颠覆认知,惊讶
